"Id","providerId","providerName","nameZh","nameEn","pathAttributeId","pathAttributeName","pathAttributeEname","buildPeriod","departureZh","departureEn","destinationZh","destinationEn","realSequence","distance","goFirstBusTime","backFirstBusTime","goLastBusTime","backLastBusTime","peakHeadway","holidayHeadwayDesc","offPeakHeadway","busTimeDesc","holidayGoFirstBusTime","holidayBackFirstBusTime","holidayGoLastBusTime","holidayBackLastBusTime","holidayBusTimeDesc","headwayDesc","holidayPeakHeadway","holidayOffPeakHeadway","segmentBufferZh","segmentBufferEn","ticketPriceDescriptionZh","ticketPriceDescriptionEn"
"16762","16228","淡水區公所","F106下午","F106afternoon","157889","F106下午(新北市)","F106afternoon","10","捷運淡水站","MRT Tamsui Station","華南銀行","HuaNan Commercial Bank","99","99","1520","0000","1720","0000","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","1520","","1720","","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","","","",""
"16918","16243","三峽區公所","F621","F621","158045","F621(新北市)","F621","10","長福停車場","Changfu Parking Lot","愛國中華路口","Aiguo & Zhonghua Intersection","99","99","0700","0700","0700","0700","","","","","0700","","0700","","","","","","","","",""
"16936","16245","新店區公所","F701安一路","F701 Anyi Road go","158063","F701安一路(新北市)","F701 Anyi Road go","10","五城","Wucheng","捷運新店區公所站","MRT Xindian Dist. Office Sta.","99","99","0600","0600","2100","2100","","","","","0600","0600","2100","2100","","","","","","","",""
"16843","16233","泰山區公所","F213","F213","157970","F213(新北市)","F213","10","泰山公有市場","Taishan Market","勝隆土雞城","Shenglong","99","99","0550","N/A","1655","N/A","","","","","0620","","1650","","","","","","","","",""
"16849","16234","五股區公所","F221馬偕","F221Mackay","157976","F221馬偕(新北市)","F221Mackay","10","馬偕醫院","Mackay Memorial Hospital","德泰里","Detai Village","99","99","0640","N/A","2230","N/A","","","","","0830","","2130","","","","","","","","",""
"16865","16235","林口區公所","F236","F236","158987","F236返(新北市)","F236","10","洪厝","Hongcuo","林口加油站","Linkou Gas Sta.","99","99","0600","0700","1820","1720","","","","","0600","0700","1820","1720","","","","","","","",""
"16865","16235","林口區公所","F236","F236","157992","F236去(新北市)","F236go","10","洪厝","Hongcuo","林口加油站","Linkou Gas Sta.","99","99","0600","0700","1820","1720","","","","","0600","0700","1820","1720","","","","","","","",""
"16876","16236","三重區公所","F302","F302","158003","F302(新北市)","F302","10","三重區公所","Sanchong District Office","五常郵局","Wuchang Post Office","99","99","0630","0630","1630","1630","","","","","","","","","例假日停駛","","","","","","",""
"16892","16240","永和區公所","F521","F521","158019","F521(新北市)","F521","10","永平路口","Yongping Rd. Intersection","仁愛公園","N/A","99","99","0620","0620","2300","2300","","","","","0620","0620","2300","2300","","","","","","","",""
"17683","16176","臺北客運","F502","F502","158862","F502(新北市)","F502","10","浮洲地區","Floating Island area","捷運板橋站","MRT Banqiao Station","99","99","0600","0600","2200","2200","","","","","0600","0600","2200","2200","","","","","","","免費","1 segments"
"17692","16190","基隆客運","791繞貢寮","791","159191","791繞貢寮   福隆(新北市)","791","10","國家新城","Countries Metro","福隆","Fulong","99","99","0545","0710","1528","1700","","例假日停駛","","","","","","","","經貢寮 配合學校開學期間繞駛貢寮，寒、暑假均不繞駛(一~日)","","","漁市場-八斗子，瑞濱，南雅，和美","","五段票","5 segments"
"17692","16190","基隆客運","791繞貢寮","791","158874","791繞貢寮    國家新城(新北市)","791","10","國家新城","Countries Metro","福隆","Fulong","99","99","0545","0710","1528","1700","","例假日停駛","","","","","","","","經貢寮 配合學校開學期間繞駛貢寮，寒、暑假均不繞駛(一~日)","","","漁市場-八斗子，瑞濱，南雅，和美","","五段票","5 segments"
"17699","16250","平溪區公所","F823區","F823","158968","F823區(新北市)返","F823","10","南山社區","Nanshan Community","東興宮","N/A","99","99","0630","0630","1620","1620","","","","","0630","0630","1620","1620","","","","","","","",""
"17699","16250","平溪區公所","F823區","F823","158882","F823區(新北市)去","F823S","10","南山社區","Nanshan Community","東興宮","N/A","99","99","0630","0630","1620","1620","","","","","0630","0630","1620","1620","","","","","","","",""
"17703","16190","基隆客運","953返","953","158886","953返(新北市)","953","10","板橋","Banqiao","金山","Jinshan","99","99","0740","0740","2230","2230","","","","","0740","0740","2230","2230","","","","","野柳、基隆市界、富景天下社區、國道1號、基隆高架道路","Yeliu,Keelung City Line,Fujing Tainxia Community,_x000D__x000D_","六段票","6 segments"
"17672","16176","臺北客運","F511","F511","158966","F511捷運府中站(新北市)","F511","10","自強國中","Since the power","捷運府中站","MRT Fuchu station","99","99","0630","0650","2030","2100","","","","","0630","0650","2030","2100","","","","","","","免費",""
