"Id","providerId","providerName","nameZh","nameEn","pathAttributeId","pathAttributeName","pathAttributeEname","buildPeriod","departureZh","departureEn","destinationZh","destinationEn","realSequence","distance","goFirstBusTime","backFirstBusTime","goLastBusTime","backLastBusTime","peakHeadway","holidayHeadwayDesc","offPeakHeadway","busTimeDesc","holidayGoFirstBusTime","holidayBackFirstBusTime","holidayGoLastBusTime","holidayBackLastBusTime","holidayBusTimeDesc","headwayDesc","holidayPeakHeadway","holidayOffPeakHeadway","segmentBufferZh","segmentBufferEn","ticketPriceDescriptionZh","ticketPriceDescriptionEn"
"16586","16176","臺北客運","藍46","BL46","157634","藍46(新北市)","BL46","10","二鬮","Two lots","捷運永寧站","MRT Yongning Station","99","99","0550","0550","2140","2140","","","","","0630","0630","2030","2030","","","","","","","一段票","1 segments"
"16515","16179","三重客運","858","858","157550","858(新北市)","858","10","樹林","Forest","林口長庚醫院","Chang Gung Memorial Hospital","99","99","0450","0450","2100","2100","1015","","1520","","0450","0450","2100","2100","","","","","往程：丹鳳ㄧ-黎明技術學院 返程：捷運丹鳳站-黎明技術學院","","二段票","Charge for 2 sections"
"16519","16179","三重客運","橘22","O22","157554","橘22(新北市)","O22","10","瓊林","King Lam","捷運新莊站","MRT Zhuang","99","99","0530","0530","2100","2100","","","","","","","","","例假日停駛","","","","","","一段票","1 segments"
"10731","16181","欣欣客運","綠2左","G2Left","158439","綠2左(新北市)","G2Left","10","景美女中","Jingmei Girls’Senior High School","中永和","Yonghe","54","34.2","0600","0600","0000","0000","1215","21:00以後20~30分乙班","1520","","0600","","0000","","","21:00以後20~30分乙班","1520","1520","","","一段票","1 segments"
"10732","16181","欣欣客運","綠2右","G2Right","158436","綠2右(新北市)","G2Right","10","景美女中","Jingmei Girls’Senior High School","中永和","Yonghe","75","33.2","0530","0530","2345","2345","1215","21:00以後20~30分乙班","1520","106年2月10日至106年3月10日封閉中興場站至汽車旅館間道路，影響動線為寶橋路235巷公車站位","0530","0530","2345","2345","","21:00以後20~30分乙班","1520","1520","","","一段票","1 segments"
"10148","16176","臺北客運","702","702","101480","702(新北市)","702","10","三峽","Sanxia","板橋公車站","Banqiao Bus Station","38","56","0530","0530","2130","2130","","","","","0530","0530","2130","2130","","","","","風路坑-山佳 "," Fonlukeng - Shanjia ","二段票","2 segments"
"10148","16176","臺北客運","702","702","101480","702(新北市)","702","10","三峽","Sanxia","板橋公車站","Banqiao Bus Station","38","56","0530","0530","2130","2130","","","","","0530","0530","2130","2130","","","","","風路坑-山佳 "," Fonlukeng - Shanjia ","二段票","2 segments"
"10281","16177","首都客運","藍2","BL2","158434","藍2(新北市)","BL2","10","新莊","Xinzhuang","捷運西門站","MRT Ximen Station","81","27.6","0530","0530","2350","2350","1010","","1515","","0530","0530","2350","2350","","","1520","1520","","","一段票","1 segments"
"16542","16186","淡水客運","879","879","157577","879(新北市)","879","10","馬偕醫學院","Mackay Junior College of Nursing","關渡","Guandu","99","99","0645","0645","1530","1530","","","","三芝發車:  06:45","","","","","例假日停駛","","","","灰瑤子-興化店、淡水情歌-捷運紅樹林站","Huiyaozi-Xinghuadian , Tamsui Qingge-MRT Hongshulin Station","三段票","3 segments"
"16547","16190","基隆客運","808","808","159111","808猴硐(新北市)","808猴硐","10","瑞芳","Juifang","猴硐","Monkey Cave","99","99","0600","0620","2130","2150","","","","","0600","0620","2130","2150","","","","","","","一段票",""
"16547","16190","基隆客運","808","808","157582","808瑞芳(新北市)","808","10","瑞芳","Juifang","猴硐","Monkey Cave","99","99","0600","0620","2130","2150","","","","","0600","0620","2130","2150","","","","","","","一段票",""
"16549","16190","基隆客運","828","828","159043","828法鼓山(新北市)","828back","10","金山醫院","Jinshan Hospital","法鼓山","Dharma Drum Mountain","99","99","0745","0800","0940","0955","","","","","0745","0800","0940","0955","","","","","","","一段票","1 segments"
"16549","16190","基隆客運","828","828","157584","828(新北市)","828","10","金山醫院","Jinshan Hospital","法鼓山","Dharma Drum Mountain","99","99","0745","0800","0940","0955","","","","","0745","0800","0940","0955","","","","","","","一段票","1 segments"
"16554","16190","基隆客運","826","826","158949","826水湳洞(新北市)","826","10","猴硐遊客中心","Monkey Cave","水湳洞","Shueinan hole","99","99","","","","","","","","平日停駛","0900","0900","1800","1700","","","","","","","一段票","1 segments"
"16554","16190","基隆客運","826","826","157589","826猴硐(新北市)","826","10","猴硐遊客中心","Monkey Cave","水湳洞","Shueinan hole","99","99","","","","","","","","平日停駛","0900","0900","1800","1700","","","","","","","一段票","1 segments"
"10195","16176","臺北客運","705","705","101950","705(新北市)","705","10","三峽","Sanxia","西門","Ximen","74","54","0500","0500","2200","2200","0710","","1015","","0500","0500","2200","2200","","","1520","2030","","","一段票","2 segments"
"10491","16179","三重客運","637","637","104910","637(新北市)","637","10","五股","wugu","臺北","taipei","73","32","0520","0520","2235","2235","1215","","1520","","0520","0520","2235","2235","","","1520","1520","捷運丹鳳站-五谷王廟","MRT Danfeng Station-Wuguwang Temple","二段票","Charge for 2 sections"
"10151","16176","臺北客運","701","701","101510","701(新北市)","701","10","迴龍","Huilong","西門","Ximen","75","45.5","0530","0530","2220","2220","1215","","1520","","0530","0530","2220","2220","","","1520","1520","北門街-捷運龍山寺站","Beimen St. - MRT Longshan Temple Station","兩段票","2 segments"
"10772","16181","欣欣客運","249","249","158435","249(新北市)","249","10","華夏科技大學","Hwaxia Institute","臺北車站","Taipei Main Station","70","22.8","0530","0530","2310","2310","1215","21:00時以後每20~30分乙班次","1520","","0540","0540","2310","2310","","21:00時以後每20~30分乙班次","1520","1520","去程: 智光商職-自強市場 回程: 崁頂(中華路)-智光商職","Chih-Kuang Senior Commercial & Industrial Vocational High School-ZiQiang Market","二段票","Charge for 2 sections"
"15181","16185","指南客運","248","248","151810","248(新北市)","248","10","錦繡","Jinxiu","民生社區","Minsheng Community","99","99","0630","0630","1630","1630","","例假日停駛","","","","","","","","","","","金山泰安路口-南京新生北路口","Jinshan & Taian Intersection- Nanjing &Xinsheng Intersection","二段票","2 segments"
"16526","16186","淡水客運","869","869","157561","869(新北市)","869","10","高爾夫球山莊","Golf Villa","捷運淡水站","MRT Station","99","99","0900","0900","0900","0900","","","","","0900","0900","0900","0900","","","","","","","一段票","1 segments"
"16527","16186","淡水客運","878","878","157562","878(新北市)","878","10","八里","Bali","捷運淡水站","MRT Station","99","99","0625","0625","1550","1550","","","","","0625","0625","1550","1550","","","","","捷運竹圍站-關渡大橋","MRT Zhuwei Station-Guandu Bridge","二段票","Charge for 2 sections"
"16528","16186","淡水客運","860","860","157563","860(新北市)","860","10","三芝","Sanzhi","捷運淡水站","MRT Tamsui Station","99","99","0540","0540","2230","2230","0812","","1530","","0540","0540","2230","2230","","","1530","1530","灰瑤子-興化店","Huiyaozi-Xinghuadian","二段票","Charge for 2 sections"
"16531","16186","淡水客運","866","866","157566","866(新北市)","866","10","捷運淡水站","MRT Station","內橫山","Within the Hengshan","99","99","0845","0930","0845","0930","","","","","0845","0930","0845","0930","","","","","大溪橋-北新莊、三芝","Daxi Bridge-Beixinzhuang, Sanzhi","三段票","3 segments"
"10325","16178","新店客運","909","909","158645","909(新北市)","909","10","錦繡山莊","Jinxiu Moubtaion Villa","松山機場","Taipei Songshan Airport","31","44.2","0600","0600","2200","2200","1015","","1520","","0600","0600","2200","2200","","","1015","1520","中正環河路口-成功國宅","Zhongzheng Huanhe Rd. Intersection - Chenggong Public Housing","二段票","2 segments"
"10424","16179","三重客運","520","520","10424","520(新北市)","520","10","新北產業園區","New Taipei Industrial Park","捷運民權西路站","MRT Minquan W. Rd. Station","99","21","0545","0545","2200","2200","1215","2100後班次為2100、2200","2030","","0600","0600","2200","2200","","","2030","2030","","","一段票","Charge for 1 sections"
"16462","16176","臺北客運","910","910","157485","910(新北市)","910","10","三峽","Three Gorges","捷運府中站","MRT Fuchu station","99","99","0540","0540","2200","2200","0810","","1215","","0620","0620","2200","2200","","","1520","1520","北二高","Northern National Highway No.3","兩段票","2 segments"
"16592","16179","三重客運","橘21","O21","157640","橘21(新北市)","O21","10","迴龍","Back to Long","新北產業園區","And Hong Kong","99","99","0530","0530","2330","2330","","","","","0530","0530","2330","2330","","","","","","","一段票","1 segments"
"16467","16176","臺北客運","51","51","157490","51(新北市)","51","10","南雅站","Nanya Station","永和","Yonghe","99","99","0550","0550","0550","0550","","","","","","","","","停駛","","","","","","一段票","1 segments"
"16471","16176","臺北客運","藍33","BL33","157494","藍33(新北市)","BL33","10","五福新村","Wufu New Village","板橋公車站","Banqiao MRT","99","99","0700","0700","2105","2105","","","","","","","","","例假日停駛","07:00往程及16:15返程繞駛光復國小與光復國中，寒暑假期間除外","","","","","一段票","1 segments"
"16474","16176","臺北客運","843","843","157497","843(新北市)","843","10","樹林","Forest","板橋(捷運府中站)","Itabashi","99","99","0600","0600","2200","2200","","","","","0700","0700","2200","2200","","","","","","","一段票","1 segments"
"10164","16176","臺北客運","657","657","10164","657(新北市)","657","10","德霖技術學院","De Lin Institute of Technology","華江橋","Huajiang Bridge","100","33.8","0530","0530","2240","2240","1215","","1520","","0530","0530","2240","2240","","","1520","1520","","","一段票","1 segments"
"16123","16176","臺北客運","667","667","158437","667(新北市)","667","10","板橋","Banqiao","臺北車站","Taipei","115","25.6","0530","0530","2230","2230","0710","","1015","","0530","0530","2230","2230","","","1015","1015","","","一段票","1 segments"
"10329","16178","新店客運","906","906","10329","906(新北市)","906","10","錦繡山莊","Jinxiu Moubtaion Villa","松山機場","Taipei Songshan Airport","99","99","0530","0530","2200","2200","0710","","1015","","0530","0530","2200","2200","","","2030","2030","中正環河路口-成功國宅","Zhongzheng Huanhe Rd. Intersection - Chenggong Public Housing","二段票","2 segments"
"16588","16176","臺北客運","264","264","159046","264返(新北市)","264","10","捷運蘆洲站","MRT Luchou Station","板橋","Itabashi","99","99","0500","0500","2300","2310","0710","蘆洲站22:00以後發車班次(22:30及23:00)僅由蘆洲半趟行駛至板橋，不折返回蘆洲。歡仔園發車05:30-23:10。","1015","","0500","0500","2300","2310","","蘆洲站22:00以後發車班次(22:30及23:00)僅由蘆洲半趟行駛至板橋，不折返回蘆洲。歡仔園發車05:30-23:10。","0710","1015","捷運龍山寺站-北門街","MRT Longshan Temple Station-Beimen St.","二段票","Charge for 2 sections"
"16588","16176","臺北客運","264","264","157636","264(新北市)","264","10","捷運蘆洲站","MRT Luchou Station","板橋","Itabashi","99","99","0500","0500","2300","2310","0710","蘆洲站22:00以後發車班次(22:30及23:00)僅由蘆洲半趟行駛至板橋，不折返回蘆洲。歡仔園發車05:30-23:10。","1015","","0500","0500","2300","2310","","蘆洲站22:00以後發車班次(22:30及23:00)僅由蘆洲半趟行駛至板橋，不折返回蘆洲。歡仔園發車05:30-23:10。","0710","1015","捷運龍山寺站-北門街","MRT Longshan Temple Station-Beimen St.","二段票","Charge for 2 sections"
"11244","16177","首都客運","62","62","158644","62(新北市)","62","10","三重","Xizhi","東園","MRT Taipei City Hall Station","99","25.6","0545","0545","2300","2300","0812","","1520","","0600","0600","2300","2300","","","1520","1520","","","一段票","1 segments"
"16593","16182","大都會客運","橘18","O18","157641","橘18(新北市)","O18","10","蘆洲","Luchou","五華街","Wuhua St.","99","99","0540","0540","2300","2300","1520","","2030","","0600","0600","2300","2300","","每日06:00-20:00行駛福隆路段(在此時間請參考橘18福隆路) ","","","","","一段票","1 segments"
"16481","16178","新店客運","綠13","G13","157504","綠13(新北市)","G13","10","青潭","Qingtan","捷運公館站","The MRT Manor station","99","99","0530","0530","2230","2230","0710","","1015","","0530","0530","2230","2230","","","1515","1515","滬江中學-捷運公館站","Hujiang High School-MRT Gongguan Station","二段票","Charge for 2 sections"
"16397","16186","淡水客運","紅51","R51","157393","紅51(新北市)","R51","10","淡海新市鎮","Tanhai New Town","捷運淡水站","MRT Station","99","99","0600","0600","2230","2230","1530","","3060","","0600","0600","2230","2230","","","30","60","","","一段票","1 segments"
"16562","16178","新店客運","935","935","157598","935(新北市)","935","10","錦繡山莊","Fairview Hills","臺北市政府","Taipei City Government","99","99","0600","0600","2200","2200","1520","","2030","","0600","0600","2200","2200","","","3030","3030","陽光運動公園-和平高中","Yangguang Park-Heping Senior High School","二段票","Charge for 2 sections"
"16486","16179","三重客運","藍37","BL37","157509","藍37(新北市)","BL37","10","迴龍","Back to Long","捷運板橋站","MRT Banqiao Station","99","99","0540","0540","2345","2345","1015","","2030","","0600","0600","2345","2345","","","2030","2030","","","一段票","1 segments"
"16489","16179","三重客運","橘19","O19","157512","橘19(新北市)","O19","10","五股","Wugu","三重","Triple","99","99","0530","0530","2330","2330","1215","","1520","","0530","0530","2330","2330","","","2030","2030","","","一段票","1 segments"
"16493","16183","大南汽車","綠9北新國小","G9Beixin","157516","綠9北新國小(新北市)","G9Beixin","10","大香山","Xiangshan","北新國小","Beixin country small","99","99","0550","0550","2155","2155","","","","","0600","0600","2310","2310","","大千豪景發車06:10 06:25 06:35 06:55 07:05 07:25","","","","","一段票","1 segments"
"16594","16185","指南客運","801","801","157642","801(新北市)","801","10","五股","Wugu","松山機場","Songshan Airport","99","99","0510","0510","2230","2230","1215","","1520","","0510","0510","2230","2230","","","2030","2030","捷運丹鳳站-五谷王廟","MRT Danfeng Station-Wuguwang Temple","二段票","Charge for 2 sections"
"16764","16228","淡水區公所","F106中午","F106noon","157891","F106中午(新北市)","F106noon","10","捷運淡水站","MRT Tamsui Station","華南銀行","HuaNan Commercial Bank","99","99","1120","0000","1120","0000","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","1120","","1120","","","經前洲子班次： 08：00 11：20 17：20 2延駛桂竹圍班次： 05：40 11：20 17：20 3經八里碓班次：08：00 09:20 15:20 去程先經正德賢孝校區、八里碓、桂竹圍班次： 06：50 (回程也進)","","","","","",""
"16767","16228","淡水區公所","F110","F110","157894","F110(新北市)","F110","10","捷運淡水站","MRT Tamsui Station","華南銀行","HuaNan Commercial Bank","99","99","0630","0000","1900","0000","","","","","0630","","1900","","","","","","","","",""
"16768","16228","淡水區公所","F111新民","F111xinmin","157895","F111新民正(新北市)","F111xinmin","10","捷運淡水站","MRT Tamsui Station","華南銀行","HuaNan Commercial Bank","99","99","0900","0720","2140","2050","","","","","0900","","2140","","","","","","","","",""
"16770","16228","淡水區公所","F111新春","F111xinchun","157897","F111新春正(新北市)","F111xinchun","10","捷運淡水站","MRT Tamsui Station","華南銀行","HuaNan Commercial Bank","99","99","0720","0720","2050","2050","","","","","0720","0720","2050","2050","","","","","","","",""
"16774","16228","淡水區公所","F109","F109","157901","F109(新北市)","F109","10","捷運淡水站","MRT Tamsui Station","華南銀行","HuaNan Commercial Bank","99","99","0520","0520","2100","2100","","回程改駛育英國小淡金路經北投子至捷運站班次06：00 經湖底路06：00 11：00 16：20 延駛至鄒厝崙07：00 11：00 駛至埤島工研醋站後回程班次17:20 18:40 19:50 21:00 延駛至農會倉庫08：10 11：00 14：50 16：20","","","0520","","2100","","","回程改駛育英國小淡金路經北投子至捷運站班次06：00 經湖底路06：00 11：00 16：20 延駛至鄒厝崙07：00 11：00 駛至埤島工研醋站後回程班次17:20 18:40 19:50 21:00 延駛至農會倉庫08：10 11：00 14：50 16：20","","","","","",""
"16778","16229","三芝區公所","F135","F135","158974","F135返(新北市)","F135","10","三芝國中","N/A","竹圍馬偕醫院","Zhuwei Mackay Memorial Hospital","99","99","0820","0900","1120","1200","","","","","","","","","週六下午、週日及例假日停駛","","","","","","",""
"16778","16229","三芝區公所","F135","F135","157905","F135去(新北市)","F135go","10","三芝國中","N/A","竹圍馬偕醫院","Zhuwei Mackay Memorial Hospital","99","99","0820","0900","1120","1200","","","","","","","","","週六下午、週日及例假日停駛","","","","","","",""
"16780","16229","三芝區公所","F138新古庄","F138new","157907","F138新古庄(新北市)","F138new","10","新庄子路口","Xinzhuangzi Rd. Intersection","二號倉庫","No.2 Warehouse","99","99","0640","0640","1730","1730","","","","","0730","","1000","","","平日06:40、16:20延駛至新古庄里12鄰103號前","","","","","",""
"16783","16229","三芝區公所","F133後店","F133houdian","157910","F133後店(新北市)","F133houdian","10","二號倉庫","No.2 Warehouse","三芝國中","Sanzhi Junior High School","99","99","1710","1710","1710","1710","","","","","1710","1710","1710","1710","","","","","","","",""
"16784","16229","三芝區公所","F133末班","F133moban","157911","F133末班(新北市)","F133moban","10","二號倉庫","No.2 Warehouse","三芝國中","Sanzhi Junior High School","99","99","1740","1740","1740","1740","","","","","1740","1740","1740","1740","","","","","","","",""
"16785","16229","三芝區公所","F133假日","F133jiari","157912","F133假日(新北市)","F133jiari","10","二號倉庫","No.2 Warehouse","三芝國中","Sanzhi Junior High School","99","99","0800","0800","1030","1030","","","","平日停駛","0800","","1030","","","","","","","","",""
"16787","16229","三芝區公所","F132","F132","157914","F132(新北市)","F132","10","二號倉庫","No.2 Warehouse","二坪頂","twoPingding","99","99","0615","0615","1620","1620","","","","","0850","","1620","","","","","","","","",""
"16789","16229","三芝區公所","F137","F137","158959","F137(新北市)返","F137","10","三芝國中","Sanzhi Junior High School","士林新光醫院","Shilin Xinguang General Hospital","99","99","0820","0820","1350","1350","","","","","","","","","週六下午、週日及例假日停駛","","","","","","",""
"16789","16229","三芝區公所","F137","F137","157916","F137(新北市)去","F137","10","三芝國中","Sanzhi Junior High School","士林新光醫院","Shilin Xinguang General Hospital","99","99","0820","0820","1350","1350","","","","","","","","","週六下午、週日及例假日停駛","","","","","","",""
"16792","16230","八里區公所","F121","F121","157919","F121(新北市)","F121","10","八里國小正門","Bali Elementary School","樂山療養院","Leshan Sanatorium","99","99","0630","N/A","1610","N/A","","","","","0630","","1610","","","","","","","","",""
"16793","16230","八里區公所","F122","F122","157920","F122(新北市)","F122","10","八里國小正門","Bali Elementary School","荖阡坑","Laoqiankeng","99","99","0705","N/A","1555","N/A","","","","","0705","","1555","","","","","","","","",""
"16794","16230","八里區公所","F123-0640","F123-0640","157921","F123-0640(新北市)","F123-0640","10","廖添丁廟","Liaotianding Temple","米倉國小","Micang Elementary School","99","99","0640","0640","0640","0640","","","","","0640","0640","0640","0640","","","","","","","",""
"16795","16230","八里區公所","F123-1205","F123-1205","157922","F123-1205(新北市)","F123-1205","10","米倉國小","Micang Elementary School","廖添丁廟","Liaotianding Temple","99","99","1205","1205","1205","1205","","","","","1205","1205","1205","1205","","","","","","","",""
"16796","16230","八里區公所","F123-1550","F123-1550","157923","F123-1550(新北市)","F123-1550","10","廖添丁廟","Liaotianding Temple","米倉國小","Micang Elementary School","99","99","1550","1550","1550","1550","","","","","1550","1550","1550","1550","","","","","","","",""
"16797","16230","八里區公所","F123-1555","F123-1555","157924","F123-1555(新北市)","F123-1555","10","廖添丁廟","Liaotianding Temple","八里國中","Bali Junior High School","99","99","1555","1555","1555","1555","","","","","1555","1555","1555","1555","","","","","","","",""
"16800","16230","八里區公所","F126","F126","158975","F126返(新北市)","F126","10","廖添丁廟","N/A","長庚醫院","Linkou Chang-Gung Memorial Hospita","99","99","0615","0615","1735","1735","","","","","0615","0615","1735","1735","","","","","","","",""
"16800","16230","八里區公所","F126","F126","157927","F126去(新北市)","F126go","10","廖添丁廟","N/A","長庚醫院","Linkou Chang-Gung Memorial Hospita","99","99","0615","0615","1735","1735","","","","","0615","0615","1735","1735","","","","","","","",""
"16802","16230","八里區公所","F126江厝","F126jiangcuo","158976","F126江厝返(新北市)","F126jiangcuo","10","廖添丁廟","N/A","長庚醫院","Linkou Chang-Gung Memorial Hospita","99","99","0900","0900","1300","1300","","","","","0900","0900","1300","1300","","","","","","","",""
"16802","16230","八里區公所","F126江厝","F126jiangcuo","157929","F126江厝去(新北市)","F126jiangcuogo","10","廖添丁廟","N/A","長庚醫院","Linkou Chang-Gung Memorial Hospita","99","99","0900","0900","1300","1300","","","","","0900","0900","1300","1300","","","","","","","",""
"16804","16231","石門區公所","F151-1525","F151-1525","157931","F151-1525(新北市)","F151-1525","10","石門區公所","Shimen District office","老梅托兒所","Laomei Day Care Center","99","99","1525","1525","1525","1525","","","","","","","","","例假日停駛","","","","","","",""
"16805","16231","石門區公所","F151-1555","F151-1555","157932","F151-1555(新北市)","F151-1555","10","石門區公所","Shimen District office","十塊厝","Shikuaicuo","99","99","1555","1555","1555","1555","","","","","","","","","例假日停駛","","","","","","",""
"16806","16231","石門區公所","F151-1625","F151-1625","157933","F151-1625(新北市)","F151-1625","10","石門區公所","Shimen District office","順天聖母廟","Shuntian Shengmu Temple","99","99","1625","1625","1625","1625","","","","","","","","","例假日停駛","","","","","","",""
"16807","16231","石門區公所","F151-山溪集會所","F151-Shanxijihuisuo","157934","F151-山溪集會所(新北市)","F151-Shanxijihuisuo","10","石門區公所","Shimen District office","山溪集會所","Shanxi Meeting Hall","99","99","0655","N/A","1820","N/A","","","","","0655","","1820","","","","","","","","",""
"16808","16231","石門區公所","F153-0600","F153-0600","157935","F153-0600(新北市)","F153-0600","10","石門區公所","Shimen District office","草里","Caoli","99","99","0600","0600","0600","0600","","","","","","","","","例假日停駛","","","","","","",""
"16809","16231","石門區公所","F153-0730","F153-0730","157936","F153-0730(新北市)","F153-0730","10","石門區公所","Shimen District office","茂林","Maolin","99","99","0730","0730","0730","0730","","","","","","","","","例假日停駛","","","","","","",""
"16811","16231","石門區公所","F153-1030","F153-1030","157938","F153-1030(新北市)","F153-1030","10","石門區公所","Shimen District office","茂林","Maolin","99","99","1030","1030","1030","1030","","","","","","","","","例假日停駛","","","","","","",""
"16814","16231","石門區公所","F153-1730","F153-1730","157941","F153-1730(新北市)","F153-1730","10","石門區公所","Shimen District office","茂林","Maolin","99","99","1730","1730","1730","1730","","","","","","","","","例假日停駛","","","","","","",""
"16816","16231","石門區公所","F151-0620","F151-0620","157943","F151-0620(新北市)","F151-0620","10","石門區公所","Shimen District office","鄭吉宅","Zhengjizhai","99","99","0620","0620","0620","0620","","","","","","","","","例假日停駛","","","","","","",""
"16817","16231","石門區公所","F151-0730","F151-0730","157944","F151-0730(新北市)","F151-0730","10","石門區公所","Shimen District office","尖仔鹿口","Jianzai Lukou","99","99","0730","0730","0730","0730","","","","","","","","","例假日停駛","","","","","","",""
"16818","16231","石門區公所","F151-0930","F151-0930","157945","F151-0930(新北市)","F151-0930","10","石門區公所","Shimen District office","十塊厝","Shikuaicuo","99","99","0930","0930","0930","0930","","","","","","","","","例假日停駛","","","","","","",""
"16753","16190","基隆客運","788往金瓜石","788-Chinkuashih","157868","788往金瓜石(新北市)","788-Chinkuashih","10","基隆","Keelung","金瓜石","Chinkuashih","99","99","0555","0555","2155","2155","1015","","2025","","0555","","2215","","","","1015","2025","三坑口-新北市界","","二段票","2 segments"
"16758","16176","臺北客運","795往平溪","795Pingsi","157873","795往平溪(新北市)","795Pingsi","10","木柵","Muzha","平溪","Pingsi","99","99","0450","0450","2240","2240","","","","","0620","","2240","","","","","","雙溪口，五坑","Shuangxiko-Wukeng","三段票","3 segments"
"16499","16189","中興巴士","816","816","157522","816(新北市)","816","10","三重","Triple","捷運士林站","MRT Shilin Station","99","99","0530","0530","2230","2230","1015","","1520","","0530","0530","2230","2230","","20:50後25分乙班","2025","2025","","","一段票","1 segments"
"16500","16189","中興巴士","815","815","157523","815(新北市)","815","10","三重","Triple","故宮博物院","National Palace Museum","99","99","0530","0530","2230","2230","1012","","1520","","0530","0530","2230","2230","","","1520","1520","捷運徐匯中學站-捷運士林站","MRT St. Ignatius High School Station-MRT ShihLin Station","二段票","Charge for 2 sections"
"16664","16176","臺北客運","921","921","157728","921(新北市)","921","10","三峽","Three Gorges","捷運景安站","The MRT King safety station","99","99","0600","0600","2220","2220","0710","","1520","捷運景安站末班車23:00","0630","0630","2220","2220","捷運景安站末班車23:00","","1530","1530","北二高","Northern National Highway No.3","兩段票","2 segments"
"16667","16177","首都客運","橘12","O12","157731","橘12(新北市)","O12","10","二重","Double","捷運三重國小站","The MRT triple States station","99","99","0630","0630","1700","1700","","","","","","","","","例假日停駛","","","","","","一段票","1 segments"
"16671","16185","指南客運","紅27","R27","157735","紅27(新北市)","R27","10","淡江大學","Tamkang University","捷運淡水站","MRT Station","99","99","0640","0640","0000","0000","0406","寒暑假:10-20分","0812","","0700","0700","0000","0000","","23:30以後30分乙車次","1020","1020","","","一段票","1 segments"
"16672","16185","指南客運","938","938","157736","938(新北市)","938","10","五股","Wugu","捷運台大醫院站","NTU Hospital station","99","99","0600","0600","1900","1900","","","","","","","","","例假日停駛","","","","","","一段票","Charge for 1 sections"
"16676","16190","基隆客運","F923","F923","157740","F923(新北市)","F923","10","萬里區公所","Miles District Office","金山醫院","Jinshan Hospital","99","99","0620","0620","1705","1705","","","","","","","","","請參見F932假日路線","06:20 13:00 16:20 17:05行駛至野柳；07:10行駛至漁澳； 08:10 09:40 11:10 15:00行駛至金山醫院   金山醫院發車：06:40 13:20 16:40 17:25行駛至野柳，山區隨招隨停","","","","","免費",""
"16677","16190","基隆客運","F921","F921","157741","F921(新北市)","F921","10","萬里區公所","Miles District Office","金山醫院","Jinshan Hospital","99","99","0640","0640","1705","1705","","","","","","","","","請參見F921假日路線","學生專車06:40 15:40；繞駛至圳頭08:50 12:10   往金山區公所方向：   中山堂發車繞圳頭07:30 16:10；繞圳頭09:50 13:10","","","","","",""
"16681","16190","基隆客運","787經瑞芳工業區","787Rueifang Industry Park","158919","787經瑞芳工業區返(新北市)","787Rueifang Industry Park","10","瑞芳","Ruifang","基隆","Keelung","99","99","0645","0635","1735","1730","","","","","","","","","停駛","","","","四腳亭","Sijiaoting，Ruifang Rail Sta.-Ruifang Rail Sta.(Resident Square)","二段票","3 segments"
"16681","16190","基隆客運","787經瑞芳工業區","787Rueifang Industry Park","157745","787經瑞芳工業區去(新北市)","787Rueifang Industry Park","10","瑞芳","Ruifang","基隆","Keelung","99","99","0645","0635","1735","1730","","","","","","","","","停駛","","","","四腳亭","Sijiaoting，Ruifang Rail Sta.-Ruifang Rail Sta.(Resident Square)","二段票","3 segments"
"16663","16176","臺北客運","藍43","BL43","157727","藍43(新北市)","BL43","10","三峽","Three Gorges","捷運永寧站","MRT Yongning Station","99","99","0600","0600","2100","2100","","","","","0620","0600","2100","2100","","","","","","","一段票","1 segments"
"16595","16185","指南客運","803","803","157643","803(新北市)","803","10","五股","Wugu","松山機場","Songshan Airport","99","99","0500","0500","2100","2100","1520","","2030","","0600","0600","2100","2100","","","30","60","福泰里-中山藝術公園","Futai Village-Zhongshan Art Park","二段票","Charge for 2 sections"
"16726","16176","臺北客運","941","941","157828","941(新北市)","941","10","三峽","Sanxia","新店","Xindian","99","99","0600","0600","1900","1900","","","","","","","","","例假日停駛","","","","樹林收費站，安坑交流道","Shulin Tollgate Station- AnKeng JCT","三段票","3 segments"
"16730","16179","三重客運","822","822","157832","822(新北市)","822","10","五股立體停車場","wugu Parking Tower","林口長庚醫院","Linkou Chang-Gung Memorial Hospital","99","99","0830","0830","1430","1430","","","","","0830","0830","1430","1430","","","","","五林路口-醒吾科技大學","Wulin Rd. Intersection-Hsing Wu College","二段票","Charge for 2 sections"
"16898","16241","土城區公所","F602","F602","158025","F602(新北市)","F602","10","善息寺","Shanxi Temple","南天母路廣場","Nantianmu Square","99","99","","","","","","","","平日停駛","0600","0600","1700","1700","","","","","","","",""
"16899","16241","土城區公所","F603","F603","158026","F603(新北市)","F603","10","金城路口","Jincheng Rd. Intersection","南天母路廣場","Nantianmu Square","99","99","","","","","","","","平日停駛","0600","0600","1630","1630","","","","","","","",""
"16901","16241","土城區公所","F606","F606","158028","F606(新北市)","F606","10","信義國小","Xinyi Elementary School","南天母路廣場","Nantianmu Square","99","99","","","","","","","","平日停駛","0640","0640","1650","1650","","","","","","","",""
